ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Annotation GO Count,Annotation GO ID,Annotation GO Term,Annotation GO Category,Enzyme Code,Enzyme Name,InterPro Accession,InterPro Type,InterPro Name,InterPro Signatures
Potra2n14c26540,996.4282272002591,0.5924460723937731,0.09590857543170729,6.177196040364822,6.5250033468863e-10,4.516729660527451e-7,6,GO:0004674|GO:0005524|GO:0005829|GO:0009069|GO:0018105|GO:0035556,protein serine/threonine kinase activity|ATP binding|cytosol|serine family amino acid metabolic process|peptidyl-serine phosphorylation|intracellular signal transduction,Molecular Function|Molecular Function|Cellular Component|Biological Process|Biological Process|Biological Process,EC:2.7.11,Transferring phosphorus-containing groups,noIPR|IPR000719|IPR017892|noIPR|noIPR|IPR017441|IPR000719|IPR000961|noIPR|IPR011009,HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|BINDING_SITE|DOMAIN|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,"EF-hand domain pair|Protein kinase domain|Protein kinase, C-terminal|Protein kinase, C-terminal|Protein kinase, C-terminal|Protein kinase, ATP binding site|Protein kinase domain|AGC-kinase, C-terminal|AGC-kinase, C-terminal|Protein kinase-like domain superfamily",Coil (COILS)|PF00069 (PFAM)|PF00433 (PFAM)|PTHR24356 (PANTHER)|PTHR24356:SF339 (PANTHER)|PS00107 (PROSITE_PATTERNS)|PS50011 (PROSITE_PROFILES)|PS51285 (PROSITE_PROFILES)|cd05599 (CDD)|SSF56112 (SUPERFAMILY)
Potra2n14c26541,150.02141680051434,0.8696039342344227,0.19816909028370094,4.388191584214716,1.1429707195068636e-5,8.696826111575039e-4,1,GO:0016740,transferase activity,Molecular Function,NA,NA,noIPR|noIPR|noIPR|noIPR,DOMAIN|DOMAIN|DOMAIN|DOMAIN,Basic-leucine zipper domain|Basic-leucine zipper domain|Basic-leucine zipper domain|Basic-leucine zipper domain,mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR33676:SF3 (PANTHER)|PTHR33676 (PANTHER)
Potra2n14c26707,238.2436215243588,0.8493066062226667,0.20201249269130817,4.204228139100673,2.619746012240996e-5,0.0016074790558767396,5,GO:0006118|GO:0009055|GO:0016021|GO:0022900|GO:0046658,obsolete electron transport|electron transfer activity|integral component of membrane|electron transport chain|anchored component of plasma membrane,Biological Process|Molecular Function|Cellular Component|Biological Process|Cellular Component,NA,NA,IPR003245|IPR008972|noIPR|noIPR|IPR039391|IPR028871|noIPR|IPR003245|noIPR|IPR008972,DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|FAMILY|BINDING_SITE|BINDING_SITE|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,"Phytocyanin domain|Cupredoxin|Cupredoxin|Cupredoxin|Phytocyanin|Blue (type 1) copper protein, binding site|Blue (type 1) copper protein, binding site|Phytocyanin domain|Phytocyanin domain|Cupredoxin",PF02298 (PFAM)|G3DSA:2.60.40.420 (GENE3D)|mobidb-lite (MOBIDB_LITE)|PTHR33021:SF193 (PANTHER)|PTHR33021 (PANTHER)|PS00196 (PROSITE_PATTERNS)|PD003122 (PRODOM)|PS51485 (PROSITE_PROFILES)|cd04216 (CDD)|SSF49503 (SUPERFAMILY)
Potra2n14c26730,202.99341012862146,0.5659806454412221,0.14271071289459925,3.965929634583453,7.31104304161836e-5,0.0033253986532831266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potra2n14c26781,507.20883790071866,0.7615908029350726,0.16054746004230866,4.743711315858704,2.0983782995245686e-6,2.4083511768273948e-4,7,GO:0004222|GO:0006508|GO:0008270|GO:0016021|GO:0030198|GO:0030574|GO:0031012,metalloendopeptidase activity|proteolysis|zinc ion binding|integral component of membrane|extracellular matrix organization|collagen catabolic process|extracellular matrix,Molecular Function|Biological Process|Molecular Function|Cellular Component|Biological Process|Biological Process|Cellular Component,EC:3.4.24,Acting on peptide bonds (peptidases),IPR021190|IPR001818|IPR002477|IPR024079|noIPR|noIPR|IPR033739|noIPR|IPR036365,FAMILY|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,"Peptidase M10A|Peptidase M10, metallopeptidase|Peptidoglycan binding-like|Metallopeptidase, catalytic domain superfamily|Metallopeptidase, catalytic domain superfamily|Metallopeptidase, catalytic domain superfamily|Peptidase M10A, catalytic domain|Peptidase M10A, catalytic domain|PGBD-like superfamily",PR00138 (PRINTS)|PF00413 (PFAM)|PF01471 (PFAM)|G3DSA:3.40.390.10 (GENE3D)|PTHR10201 (PANTHER)|PTHR10201:SF245 (PANTHER)|cd04278 (CDD)|SSF55486 (SUPERFAMILY)|SSF47090 (SUPERFAMILY)
Potra2n14c27095,400.8878479394977,-0.7529164723381702,0.13835946990453124,-5.441741521976677,5.2762195550413397e-8,1.6461061882214187e-5,6,GO:0005737|GO:0016021|GO:0016881|GO:0102053|GO:0102057|GO:0102058,cytoplasm|integral component of membrane|acid-amino acid ligase activity|(-)-jasmonoyl-isoleucine synthetase activity|jasmonoyl-valine synthetase activity|jasmonoyl-leucine synthetase activity,Cellular Component|Cellular Component|Molecular Function|Molecular Function|Molecular Function|Molecular Function,NA,NA,IPR004993|noIPR|IPR004993,FAMILY|FAMILY|FAMILY,GH3 family|GH3 family|GH3 family,PF03321 (PFAM)|PTHR31901:SF40 (PANTHER)|PTHR31901 (PANTHER)
Potra2n14c27252,593.1904710840696,1.0013494667466096,0.17445098233863712,5.74000474702304,9.467389723500168e-9,3.867568429676261e-6,5,GO:0005524|GO:0016021|GO:0016887|GO:0042626|GO:0055085,ATP binding|integral component of membrane|ATPase activity|ATPase-coupled transmembrane transporter activity|transmembrane transport,Molecular Function|Cellular Component|Molecular Function|Molecular Function|Biological Process,EC:3.6.1.3|EC:3.6.1.15,Adenosinetriphosphatase|Nucleoside-triphosphate phosphatase,IPR011527|noIPR|IPR036640|IPR003439|IPR039421|noIPR|IPR017871|IPR011527|IPR003439|noIPR|noIPR|IPR027417|IPR036640,DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY|DOMAIN|FAMILY|FAMILY|CONSERVED_SITE|DOMAIN|DOMAIN|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,"ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain superfamily|ABC transporter-like|Type I protein exporter|Type I protein exporter|ABC transporter, conserved site|ABC transporter type 1, transmembrane domain|ABC transporter-like|ABC transporter-like|ABC transporter-like|P-loop containing nucleoside triphosphate hydrolase|ABC transporter type 1, transmembrane domain superfamily",PF00664 (PFAM)|G3DSA:3.40.50.300 (GENE3D)|G3DSA:1.20.1560.10 (GENE3D)|PF00005 (PFAM)|PTHR24221 (PANTHER)|PTHR24221:SF516 (PANTHER)|PS00211 (PROSITE_PATTERNS)|PS50929 (PROSITE_PROFILES)|PS50893 (PROSITE_PROFILES)|cd03249 (CDD)|cd18578 (CDD)|SSF52540 (SUPERFAMILY)|SSF90123 (SUPERFAMILY)
Potra2n14c27286,63.49160111552056,1.4429713267253244,0.348967412298803,4.1349744299040205,3.549941596183119e-5,0.0019757476456545796,10,GO:0009639|GO:0016102|GO:0016707|GO:0045487|GO:0046872|GO:0052634|GO:0055114|GO:0102111|GO:0102652|GO:0102924,"response to red or far red light|diterpenoid biosynthetic process|gibberellin 3-beta-dioxygenase activity|gibberellin catabolic process|metal ion binding|C-19 gibberellin 2-beta-dioxygenase activity|oxidation-reduction process|gibberellin A20,2-oxoglutarate:oxygen oxidoreductase activity|gibberellin A9,2-oxoglutarate:oxygen oxidoreductase activity|gibberellin A44,2-oxoglutarate:oxygen oxidoreductase activity",Biological Process|Biological Process|Molecular Function|Biological Process|Molecular Function|Molecular Function|Biological Process|Molecular Function|Molecular Function|Molecular Function,EC:1.14.11.15|EC:1.14.11|EC:1.14.11.13,"Gibberellin 3-beta-dioxygenase|Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)|Gibberellin 2-beta-dioxygenase",noIPR|IPR005123|IPR027443|IPR026992|noIPR|noIPR|IPR005123|noIPR,HOMOLOGOUS_SUPERFAMILY|DOMAIN|HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN,P-loop containing nucleoside triphosphate hydrolase|Oxoglutarate/iron-dependent dioxygenase|Isopenicillin N synthase-like|Non-haem dioxygenase N-terminal domain|Non-haem dioxygenase N-terminal domain|Non-haem dioxygenase N-terminal domain|Oxoglutarate/iron-dependent dioxygenase|Oxoglutarate/iron-dependent dioxygenase,PR00682 (PRINTS)|PF03171 (PFAM)|G3DSA:2.60.120.330 (GENE3D)|PF14226 (PFAM)|PTHR10209 (PANTHER)|PTHR10209:SF574 (PANTHER)|PS51471 (PROSITE_PROFILES)|SSF51197 (SUPERFAMILY)
Potra2n14c27337,22107.208530323962,0.5915485372580574,0.0822517436386223,7.191927016855224,6.388317832520411e-13,1.2864329846196328e-9,9,GO:0005982|GO:0005985|GO:0008422|GO:0009044|GO:0009117|GO:0031222|GO:0045493|GO:0046556|GO:0102483,"starch metabolic process|sucrose metabolic process|beta-glucosidase activity|xylan 1,4-beta-xylosidase activity|nucleotide metabolic process|arabinan catabolic process|xylan catabolic process|alpha-L-arabinofuranosidase activity|scopolin beta-glucosidase activity",Biological Process|Biological Process|Molecular Function|Molecular Function|Biological Process|Biological Process|Biological Process|Molecular Function|Molecular Function,EC:3.2.1.21|EC:3.2.1.55|EC:3.2.1.37,"Beta-glucosidase|Non-reducing end alpha-L-arabinofuranosidase|Xylan 1,4-beta-xylosidase",IPR001764|IPR036962|noIPR|noIPR|IPR017853,DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,"Glycoside hydrolase, family 3, N-terminal|Glycoside hydrolase, family 3, N-terminal domain superfamily|Glycoside hydrolase, family 3, N-terminal domain superfamily|Glycoside hydrolase, family 3, N-terminal domain superfamily|Glycoside hydrolase superfamily",PF00933 (PFAM)|G3DSA:3.20.20.300 (GENE3D)|PTHR42721:SF30 (PANTHER)|PTHR42721 (PANTHER)|SSF51445 (SUPERFAMILY)
Potra2n14c27386,485.55225338236056,0.9956883393195255,0.2114050377432811,4.709860985094574,2.4788580734926474e-6,2.6784968383383235e-4,8,GO:0005982|GO:0005985|GO:0030599|GO:0042545|GO:0043086|GO:0045330|GO:0045490|GO:0046910,starch metabolic process|sucrose metabolic process|pectinesterase activity|cell wall modification|negative regulation of catalytic activity|aspartyl esterase activity|pectin catabolic process|pectinesterase inhibitor activity,Biological Process|Biological Process|Molecular Function|Biological Process|Biological Process|Molecular Function|Biological Process|Molecular Function,EC:3.1.1.11|EC:3.1.1.1,Pectinesterase|Carboxylesterase,IPR006501|IPR035513|IPR006501|noIPR|noIPR|noIPR|IPR035513,DOMAIN|HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,Pectinesterase inhibitor domain|Invertase/pectin methylesterase inhibitor domain superfamily|Pectinesterase inhibitor domain|Pectinesterase inhibitor domain|Pectinesterase inhibitor domain|Pectinesterase inhibitor domain|Invertase/pectin methylesterase inhibitor domain superfamily,TIGR01614 (TIGRFAM)|G3DSA:1.20.140.40 (GENE3D)|PF04043 (PFAM)|PTHR31707:SF190 (PANTHER)|PTHR31707 (PANTHER)|cd15798 (CDD)|SSF101148 (SUPERFAMILY)
Potra2n14c27387,156.79842174797417,1.2637905489601222,0.25861691462622766,4.886728119800849,1.0252551975914788e-6,1.5064442872128223e-4,9,GO:0005982|GO:0005985|GO:0016021|GO:0030599|GO:0042545|GO:0043086|GO:0045330|GO:0045490|GO:0046910,starch metabolic process|sucrose metabolic process|integral component of membrane|pectinesterase activity|cell wall modification|negative regulation of catalytic activity|aspartyl esterase activity|pectin catabolic process|pectinesterase inhibitor activity,Biological Process|Biological Process|Cellular Component|Molecular Function|Biological Process|Biological Process|Molecular Function|Biological Process|Molecular Function,EC:3.1.1.11|EC:3.1.1.1,Pectinesterase|Carboxylesterase,IPR000070|IPR012334|noIPR|noIPR|IPR011050,DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,"Pectinesterase, catalytic|Pectin lyase fold|Pectin lyase fold|Pectin lyase fold|Pectin lyase fold/virulence factor",PF01095 (PFAM)|G3DSA:2.160.20.10 (GENE3D)|PTHR31707:SF148 (PANTHER)|PTHR31707 (PANTHER)|SSF51126 (SUPERFAMILY)
Potra2n14c27476,187.12760375984473,1.1017844473261569,0.2361254535972621,4.666097748213843,3.0697371152489714e-6,3.177464805601868e-4,6,GO:0004601|GO:0006804|GO:0006979|GO:0020037|GO:0055114|GO:0098869,peroxidase activity|obsolete peroxidase reaction|response to oxidative stress|heme binding|oxidation-reduction process|cellular oxidant detoxification,Molecular Function|Biological Process|Biological Process|Molecular Function|Biological Process|Biological Process,EC:1.11.1.7,Peroxidase,IPR000823|noIPR|IPR002016|noIPR|noIPR|IPR002016|IPR010255,FAMILY|FAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,Plant peroxidase|Plant peroxidase|Haem peroxidase|Haem peroxidase|Haem peroxidase|Haem peroxidase|Haem peroxidase superfamily,PR00461 (PRINTS)|G3DSA:1.10.420.10 (GENE3D)|PF00141 (PFAM)|PTHR31235:SF215 (PANTHER)|PTHR31235 (PANTHER)|PS50873 (PROSITE_PROFILES)|SSF48113 (SUPERFAMILY)
Potra2n14c27515,349.69968409405243,0.6065909203601867,0.16218319218526847,3.740158965839402,1.839039104033164e-4,0.006581026687146788,8,GO:0000784|GO:0003684|GO:0006303|GO:0006308|GO:0031848|GO:0035312|GO:0036297|GO:0090305,"nuclear chromosome, telomeric region|damaged DNA binding|double-strand break repair via nonhomologous end joining|DNA catabolic process|protection from non-homologous end joining at telomere|5'-3' exodeoxyribonuclease activity|interstrand cross-link repair|nucleic acid phosphodiester bond hydrolysis",Cellular Component|Molecular Function|Biological Process|Biological Process|Biological Process|Molecular Function|Biological Process|Biological Process,EC:3.1.11|EC:3.1.15,Acting on ester bonds|Acting on ester bonds,noIPR|IPR011084|IPR036866|noIPR|noIPR|noIPR|noIPR|IPR036866,HOMOLOGOUS_SUPERFAMILY|DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,Protein kinase-like domain superfamily|DNA repair metallo-beta-lactamase|Ribonuclease Z/Hydroxyacylglutathione hydrolase-like|Ribonuclease Z/Hydroxyacylglutathione hydrolase-like|Ribonuclease Z/Hydroxyacylglutathione hydrolase-like|Ribonuclease Z/Hydroxyacylglutathione hydrolase-like|Ribonuclease Z/Hydroxyacylglutathione hydrolase-like|Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,G3DSA:3.40.50.12650 (GENE3D)|PF07522 (PFAM)|G3DSA:3.60.15.10 (GENE3D)|mobidb-lite (MOBIDB_LITE)|PTHR23240:SF28 (PANTHER)|PTHR23240 (PANTHER)|cd16273 (CDD)|SSF56281 (SUPERFAMILY)
Potra2n14c27583,2132.6706534288796,0.6424070145870029,0.14607263235620985,4.397860189309396,1.093233615545257e-5,8.455464297411483e-4,NA,NA,NA,NA,NA,NA,IPR000095|IPR036936|noIPR|noIPR|noIPR|IPR000095,DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|DOMAIN,CRIB domain|CRIB domain superfamily|CRIB domain superfamily|CRIB domain superfamily|CRIB domain superfamily|CRIB domain,PF00786 (PFAM)|G3DSA:3.90.810.10 (GENE3D)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR46931 (PANTHER)|PS50108 (PROSITE_PROFILES)
Potra2n14c27646,167.16209675433905,0.59943363559670515,0.1258067590761081,4.764717253657822,1.8911865369595342e-6,2.256135779817457e-4,6,GO:0004674|GO:0005524|GO:0005737|GO:0009069|GO:0023014|GO:0032147,protein serine/threonine kinase activity|ATP binding|cytoplasm|serine family amino acid metabolic process|signal transduction by protein phosphorylation|activation of protein kinase activity,Molecular Function|Molecular Function|Cellular Component|Biological Process|Biological Process|Biological Process,EC:2.7.11,Transferring phosphorus-containing groups,noIPR|noIPR|IPR000719|noIPR|noIPR|IPR017441|IPR008271|IPR000719|noIPR|IPR011009,FAMILY|FAMILY|DOMAIN|DOMAIN|DOMAIN|BINDING_SITE|ACTIVE_SITE|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,"Coiled-coil domain-containing protein 86|Coiled-coil domain-containing protein 86|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase, ATP binding site|Serine/threonine-protein kinase, active site|Protein kinase domain|Protein kinase domain|Protein kinase-like domain superfamily",G3DSA:1.10.510.10 (GENE3D)|PIRSF000654 (PIRSF)|PF00069 (PFAM)|PTHR24361 (PANTHER)|PTHR24361:SF380 (PANTHER)|PS00107 (PROSITE_PATTERNS)|PS00108 (PROSITE_PATTERNS)|PS50011 (PROSITE_PROFILES)|cd06606 (CDD)|SSF56112 (SUPERFAMILY)
Potra2n14c27719,6701.799013964058,0.5560691999242745,0.11019781861456081,5.046099885781216,4.5091973419362364e-7,8.39354876648988e-5,NA,NA,NA,NA,NA,NA,noIPR|noIPR|noIPR|noIPR,HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,SKP1/BTB/POZ domain superfamily|SKP1/BTB/POZ domain superfamily|SKP1/BTB/POZ domain superfamily|SKP1/BTB/POZ domain superfamily,mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)
Potra2n14c27787,139.53514004276138,0.5087072275360718,0.13658899435275476,3.7243646894586866,1.958076994861888e-4,0.006819711244211585,5,GO:0000413|GO:0003755|GO:0015031|GO:0016021|GO:0016192,protein peptidyl-prolyl isomerization|peptidyl-prolyl cis-trans isomerase activity|protein transport|integral component of membrane|vesicle-mediated transport,Biological Process|Molecular Function|Biological Process|Cellular Component|Biological Process,EC:5.2.1.8,Peptidylprolyl isomerase,IPR007305|noIPR|IPR011691,FAMILY|FAMILY|FAMILY,"Vesicle transport protein, Got1/SFT2-like|Vesicle transport protein, Got1/SFT2-like|Vesicle transport protein SFT2",PF04178 (PFAM)|PTHR23137:SF32 (PANTHER)|PTHR23137 (PANTHER)
Potra2n14c27798,76.07699863080433,1.0706895971870585,0.24776802344718846,4.32133889712881,1.5508526358609294e-5,0.0010943610240650465,2,GO:0003677|GO:0005634,DNA binding|nucleus,Molecular Function|Cellular Component,NA,NA,noIPR|IPR006447|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR017930|IPR009057,HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,"S-adenosyl-L-methionine-dependent methyltransferase|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain|Homeobox-like domain superfamily",G3DSA:1.10.10.60 (GENE3D)|TIGR01557 (TIGRFAM)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR31499 (PANTHER)|PTHR31499:SF9 (PANTHER)|PS51294 (PROSITE_PROFILES)|SSF46689 (SUPERFAMILY)
Potra2n14c27874,253.1276425427942,-0.8276051734835265,0.20545659074048914,-4.028126673866934,5.6223050202126825e-5,0.0027251570788343793,6,GO:0005524|GO:0005774|GO:0016021|GO:0016887|GO:0042626|GO:0055085,ATP binding|vacuolar membrane|integral component of membrane|ATPase activity|ATPase-coupled transmembrane transporter activity|transmembrane transport,Molecular Function|Cellular Component|Cellular Component|Molecular Function|Molecular Function|Biological Process,EC:3.6.1.3|EC:3.6.1.15,Adenosinetriphosphatase|Nucleoside-triphosphate phosphatase,noIPR|IPR003439|noIPR|IPR036640|IPR011527|noIPR|IPR003439|noIPR|noIPR|noIPR|IPR017871|IPR003439|IPR011527|IPR003439|IPR011527|noIPR|noIPR|noIPR|noIPR|IPR036640|IPR027417|IPR027417|IPR036640,REPEAT|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|CONSERVED_SITE|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY,"Pentatricopeptide repeat|ABC transporter-like|ABC transporter-like|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|ABC transporter-like|ABC transporter-like|ABC transporter-like|ABC transporter-like|ABC transporter, conserved site|ABC transporter-like|ABC transporter type 1, transmembrane domain|ABC transporter-like|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain superfamily|P-loop containing nucleoside triphosphate hydrolase|P-loop containing nucleoside triphosphate hydrolase|ABC transporter type 1, transmembrane domain superfamily",Coil (COILS)|PF00005 (PFAM)|G3DSA:3.40.50.300 (GENE3D)|G3DSA:1.20.1560.10 (GENE3D)|PF00664 (PFAM)|G3DSA:3.40.50.300 (GENE3D)|PF00005 (PFAM)|mobidb-lite (MOBIDB_LITE)|PTHR24223:SF384 (PANTHER)|PTHR24223 (PANTHER)|PS00211 (PROSITE_PATTERNS)|PS50893 (PROSITE_PROFILES)|PS50929 (PROSITE_PROFILES)|PS50893 (PROSITE_PROFILES)|PS50929 (PROSITE_PROFILES)|cd03244 (CDD)|cd18580 (CDD)|cd03250 (CDD)|cd18579 (CDD)|SSF90123 (SUPERFAMILY)|SSF52540 (SUPERFAMILY)|SSF52540 (SUPERFAMILY)|SSF90123 (SUPERFAMILY)
Potra2n15c27991,1927.2045303395012,0.525230220725908,0.0937638889330702,5.601625814612102,2.1235057110344874e-8,7.466313492876972e-6,NA,NA,NA,NA,NA,NA,noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR019448|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR019448,HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN,"NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NAD(P)-binding domain superfamily|NT-type C2 domain|NT-type C2 domain|NT-type C2 domain|NT-type C2 domain|NT-type C2 domain|NT-type C2 domain|NT-type C2 domain|NT-type C2 domain",Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|Coil (COILS)|PF10358 (PFAM)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR34452 (PANTHER)|PTHR34452:SF7 (PANTHER)|PS51840 (PROSITE_PROFILES)
Potra2n15c28115,23461.287419793873,0.6184546372339155,0.14742574662437166,4.195024623546154,2.7284194600710625e-5,0.0016512901491812597,9,GO:0005886|GO:0009651|GO:0009733|GO:0009735|GO:0009737|GO:0009739|GO:0009834|GO:0016021|GO:0090376,plasma membrane|response to salt stress|response to auxin|response to cytokinin|response to abscisic acid|response to gibberellin|plant-type secondary cell wall biogenesis|integral component of membrane|seed trichome differentiation,Cellular Component|Biological Process|Biological Process|Biological Process|Biological Process|Biological Process|Biological Process|Cellular Component|Biological Process,NA,NA,IPR036378|IPR000782|noIPR|noIPR|noIPR|IPR000782|IPR036378,HOMOLOGOUS_SUPERFAMILY|DOMAIN|DOMAIN|DOMAIN|DOMAIN|DOMAIN|HOMOLOGOUS_SUPERFAMILY,FAS1 domain superfamily|FAS1 domain|FAS1 domain|FAS1 domain|FAS1 domain|FAS1 domain|FAS1 domain superfamily,G3DSA:2.30.180.10 (GENE3D)|PF02469 (PFAM)|mobidb-lite (MOBIDB_LITE)|PTHR32077:SF58 (PANTHER)|PTHR32077 (PANTHER)|PS50213 (PROSITE_PROFILES)|SSF82153 (SUPERFAMILY)
Potra2n15c28316,1806.5609738415476,0.6331784363798166,0.14043994220721698,4.508535295789082,6.527671065959923e-6,5.807005694059368e-4,4,GO:0005794|GO:0009834|GO:0016021|GO:0045492,Golgi apparatus|plant-type secondary cell wall biogenesis|integral component of membrane|xylan biosynthetic process,Cellular Component|Biological Process|Cellular Component|Biological Process,NA,NA,IPR021148|IPR006514|noIPR|noIPR|noIPR|noIPR|IPR006514|noIPR,DOMAIN|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY|FAMILY,Polysaccharide biosynthesis domain|IRX15/IRX15L/IGXM|IRX15/IRX15L/IGXM|IRX15/IRX15L/IGXM|IRX15/IRX15L/IGXM|IRX15/IRX15L/IGXM|IRX15/IRX15L/IGXM|IRX15/IRX15L/IGXM,PF04669 (PFAM)|TIGR01627 (TIGRFAM)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|mobidb-lite (MOBIDB_LITE)|PTHR31444 (PANTHER)|PTHR31444:SF34 (PANTHER)
